საქონლის კოდი,საქონლის დასახელება,ზომის ერთეული,რაოდ.,ერთეულის ფასი,საქონლის ფასი,დაბეგვრა,ზედნადების ნომერი,სტატუსი,მყიდველი,გამყიდველი,ზედნადების ტიპი,ტრანსპორტირების დაწყება,ტრანსპორტირების დასრულება,მძღოლი,ა/მ ნომერი,გააქტიურების თარიღი,ტრანსპორტირების დაწყების თარიღი,ტრანსპ. თანხა,შენიშვნა,ქვე-მომხმარებელი,ფირნიშის ან ცნობის ნომერი,დოკუმენტის N,
78290,მულტი მეტრი AWP 2P63A,ცალი,2,70,140,ჩვეულებრივი,0974849112,დასრულებული,(400017245) შპს აი-სი-ი,(405266144) შპს მართე ენერგია,ტრანსპორტირებით,ელიავა მაღაზია 27,ვარკეთილი,() ,,29-აპრ-2026 13:41:41,29-აპრ-2026 13:41:41,0,,,, ,
689,999დამაკავშირებელი კლემნიკი 8*10,ცალი,1,40,40,ჩვეულებრივი,0974849112,დასრულებული,(400017245) შპს აი-სი-ი,(405266144) შპს მართე ენერგია,ტრანსპორტირებით,ელიავა მაღაზია 27,ვარკეთილი,() ,,29-აპრ-2026 13:41:41,29-აპრ-2026 13:41:41,0,,,, ,
755777ი,გადასაბმელი 281,ცალი,5,15,75,ჩვეულებრივი,0974849112,დასრულებული,(400017245) შპს აი-სი-ი,(405266144) შპს მართე ენერგია,ტრანსპორტირებით,ელიავა მაღაზია 27,ვარკეთილი,() ,,29-აპრ-2026 13:41:41,29-აპრ-2026 13:41:41,0,,,, ,
30163,ჰიდრავლიკური ზეთი UNIX MGE-46B 20ლ,ცალი,1,145,145,ჩვეულებრივი,0974891266,დასრულებული,(400017245) შპს აი-სი-ი,(245594496) შპს ილია ნარაკიძე 777,ტრანსპორტირებით,"ბათუმი,გენ.ა.აბაშიძის 7ა","ბათუმი,ხიმშიაშვილის ქუჩა N7",() ,,29-აპრ-2026 15:41:34,29-აპრ-2026 15:41:34,0,უნაღდო ანგარიშსწორებით (ტერმინალი),ილია 777,, ,
04612,თხევადი პაკლი BT-43 250 ml,ცალი,15,35,525,ჩვეულებრივი,0974907011,დასრულებული,(400017245) შპს აი-სი-ი,(421267998) შპს სანტექ სერვისი,ტრანსპორტირებით,ქ. თბილისი. გუდაუთის ქუჩა #7,"ქ. თბილისი, 17 შინდისელი გმირის ქუჩა 22",(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 16:18:35,29-აპრ-2026 16:18:00,0,გადარიცხვა,ნათია მამარდაშვილი,, ,
02593,წებვადი ლენტი 200 მ,ცალი,30,7,210,ჩვეულებრივი,0974907011,დასრულებული,(400017245) შპს აი-სი-ი,(421267998) შპს სანტექ სერვისი,ტრანსპორტირებით,ქ. თბილისი. გუდაუთის ქუჩა #7,"ქ. თბილისი, 17 შინდისელი გმირის ქუჩა 22",(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 16:18:35,29-აპრ-2026 16:18:00,0,გადარიცხვა,ნათია მამარდაშვილი,, ,
04424,რკინის კარადა 800x2100x400,ცალი,1,1970,1970,ჩვეულებრივი,0974913721,დასრულებული,(400017245) შპს აი-სი-ი,(205048330) შპს ელექტრონი,ტრანსპორტირებით,ქ. თბილისი დავით აღმაშენებლის ხეივანი მე-12 კილომეტრი,ვარკეთილი 17 შინდისელი გმირის ქუჩა (ვარკეთილი მოლი),(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 16:35:44,29-აპრ-2026 16:35:44,0,,FMGT,, ,
3AXD50001062606,"ACS580 სერიის სიხშირული ამძრავი, 380 ვ-ზე, 45 კვტ, 89 ამპ,კედელზე დასაკიდი, IP21",ცალი,1,8119.55,8119.55,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SDA067417R1,"ამომრთველი, 3 პ, 125 ამპ, 36კა, თერმო-მაგნიტური დაცვით, XT1 სერია",ცალი,1,312.10,312.10,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SDA067415R1,"ამომრთველი, 3 პ, 80 ამპ, 36კა, თერმო-მაგნიტური დაცვით, XT1 სერია",ცალი,1,257.61,257.61,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SFL427001R1311,"კონტაქტორი 3 პ, 55 კვტ, 116 ამპ, 100-250 ვ კოჭა +1 ნ.დ.+1 ნ.ღ კონტაქტით",ცალი,2,536.13,1072.26,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SFN010820R1011,პირველი დამხმარე ბლოკ კონტაქტი 1 ნ.ღ+1 ნ.დ. ( AF116-AF370),ცალი,4,20.9575,83.83,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SFN010820R3311,მეორე დამატებითი დამხმარე ბლოკ კონტაქტი 1 ნ.ღ+1 ნ.დ. ( AF116-AF370),ცალი,4,20.9575,83.83,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SVR427034R0000,"კვების ბლოკი 220/24 ვ მუდმივი, 5 ამპ",ცალი,1,254.34,254.34,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
2CSM210000R0721,"DIN-სარტყელზე სამონტაჟო როზეტი, 16 ამპ",ცალი,1,23.27,23.27,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SVR730885R3300,"სამფაზა ძაბვის მონიტორინგის რელე, მრავალფუნქციური ( 1 ფაზის მონიტორინგიც შეიძლება)",ცალი,1,327.18,327.18,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
CP4983,გალვანზირებული პერფორირებული დინ-სარტყელი 1 მ (35X7.5),მეტრი,4,3.5650,14.26,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
CWD8080G,პერფორირებული საკაბელო არხი პლასტმასის 80X80 მმ L: 2 მ,მეტრი,12,10.8883,130.66,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SFA611521R1001,მოდულური ავარიული ღილაკი,ცალი,2,27.6050,55.21,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SFA611605R1100,მოდულური სისტემის ღილაკები კონტაქტების დამჭერი,ცალი,2,1.2550,2.51,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SFA611610R1001,მოდულური სისტემის 1 ნ.ღ კონტაქტ-ბლოკი,ცალი,2,5.9250,11.85,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
1SFA611610R1010,მოდულური სისტემის 1 ნ.დ კონტაქტ-ბლოკი,ცალი,2,5.7350,11.47,ჩვეულებრივი,0974932036,აქტიური,(400017245) შპს აი-სი-ი,(416347466) შპს ტამირა,ტრანსპორტირებით,"ალექსანდრე მანაგაძის VI ჩიხი, №1 თბილისი",ვარკეთილი მოლი,(01027057218) ალექსეი ოთარაშვილი,RR957SR,29-აპრ-2026 17:19:59,29-აპრ-2026 17:19:59,0,,ნ. ც.,, ,
000000000709,2.11-M 8 - 25კგ ქანჩი,კგ,0.34,8.8235,3,ჩვეულებრივი,0974937292,აქტიური,(400017245) შპს აი-სი-ი,(445464907)  შპს ფელიქსი,ტრანსპორტირებით,ქ. ბათუმი გ. სააკაძის #51,"ქ.ბათუმი, ბაგრატიონის #35",() ,,29-აპრ-2026 17:32:03,29-აპრ-2026 17:32:03,0,ტერმ.,მზია მახარაძე,, ,
11525,"OTIS-ის წარმოების ლიფტი 1275კგ, 6/6",ცალი,1,0,0,ჩვეულებრივი,0975052431,გაუქმებული,(400017245) შპს აი-სი-ი,(400017245) შპს აი-სი-ი,შიდა გადაზიდვა,"ქ.თბილისი, გეზი","ქ.თბილისი, მიტროფანე ლაღიძის ქუჩა",(01013005857) ლევან ჯავახიშვილი,MA750NI,30-აპრ-2026 10:47:08,30-აპრ-2026 10:47:08,500,,,, ,
11525,"OTIS-ის წარმოების ლიფტი 1275კგ, 6/6",ცალი,1,0,0,ჩვეულებრივი,0975055381,აქტიური,(400017245) შპს აი-სი-ი,(400017245) შპს აი-სი-ი,შიდა გადაზიდვა,"ქ.თბილისი, გეზი","ქ.თბილისი, მიტროფანე ლაღიძის ქუჩა",(01013005857) ლევან ჯავახიშვილი,MA750NI,30-აპრ-2026 10:53:50,30-აპრ-2026 10:53:50,500,,,, ,
11525,"OTIS-ის წარმოების ლიფტი 1275კგ, 6/6",ცალი,1,0,0,ჩვეულებრივი,0975055836,აქტიური,(400017245) შპს აი-სი-ი,(400017245) შპს აი-სი-ი,შიდა გადაზიდვა,"ქ.თბილისი, გეზი","ქ.თბილისი, მიტროფანე ლაღიძის ქუჩა",(36001014341) აკაკი ბუჩაშვილი,KK490KF,30-აპრ-2026 10:55:06,30-აპრ-2026 10:55:06,500,,,, ,
805869,მაცივარაგენტი GlobalRefrigerant R410A 11.3კგ.,ცალი,2,390,780,ჩვეულებრივი,0975060699,აქტიური,(400017245) შპს აი-სი-ი,(402215599) შპს მუბაგი,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის და ელიავას ქუჩებს, მდ.მტკვრის მარცხენა სანაპიროსა და ვახუშტისხიდს შორის ნაკვეთი",ქ.თბილისი ცენტრალი,(01009020788) ავთანდილ ყიფიანი,CI233CC,30-აპრ-2026 11:05:45,30-აპრ-2026 11:05:45,0,,ბაქარ კაპანაძე,, ,
000000001299,კონდიცინერის საწმენდი,ცალი,2,60,120,ჩვეულებრივი,0975060699,აქტიური,(400017245) შპს აი-სი-ი,(402215599) შპს მუბაგი,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის და ელიავას ქუჩებს, მდ.მტკვრის მარცხენა სანაპიროსა და ვახუშტისხიდს შორის ნაკვეთი",ქ.თბილისი ცენტრალი,(01009020788) ავთანდილ ყიფიანი,CI233CC,30-აპრ-2026 11:05:45,30-აპრ-2026 11:05:45,0,,ბაქარ კაპანაძე,, ,
06932,შურუპი თვითმჭრელი (TN 35) 3.5x3.5 მმ,ცალი,1000,0.0350,35,ჩვეულებრივი,0975064643,დასრულებული,(400017245) შპს აი-სი-ი,(445395796) შპს ლუკა,ტრანსპორტირებით,ქ.ბათუმი ბაგრატიონის ¹112,"ბათუმი,გოგებაშვილის 20",() ,,30-აპრ-2026 11:14:21,30-აპრ-2026 11:14:21,0, ტერმინალი,fmg,, ,
06933,შურუპი თვითმჭრელი (TN25) 3.5x2.5 მმ,ცალი,1000,0.03,30,ჩვეულებრივი,0975064643,დასრულებული,(400017245) შპს აი-სი-ი,(445395796) შპს ლუკა,ტრანსპორტირებით,ქ.ბათუმი ბაგრატიონის ¹112,"ბათუმი,გოგებაშვილის 20",() ,,30-აპრ-2026 11:14:21,30-აპრ-2026 11:14:21,0, ტერმინალი,fmg,, ,
1838512,ხელთათმანი ლატექსით დაფარული XL (WGV2801),ცალი,12,1.15,13.80,ჩვეულებრივი,0975073081,აქტიური,(400017245) შპს აი-სი-ი,(202358126) შპს ნოვა,ტრანსპორტირებით,"ბათუმი, ბაგრატიონის 105ბ",ქ.ბათუმი გოგებაშვილის # 20,() ,,30-აპრ-2026 11:35:00,30-აპრ-2026 11:35:00,0,,ბათუმი სერვისი,, ,
1010961,"სილიკონი Sista აკვარიუმი, 310მლ (უფერო)",ცალი,4,24.16,96.64,ჩვეულებრივი,0975073081,აქტიური,(400017245) შპს აი-სი-ი,(202358126) შპს ნოვა,ტრანსპორტირებით,"ბათუმი, ბაგრატიონის 105ბ",ქ.ბათუმი გოგებაშვილის # 20,() ,,30-აპრ-2026 11:35:00,30-აპრ-2026 11:35:00,0,,ბათუმი სერვისი,, ,
1027924,ჰერმეტიკი უნივერსალური ნაცრისფერი 0.31 ლ SISTA,ცალი,1,14.19,14.19,ჩვეულებრივი,0975073081,აქტიური,(400017245) შპს აი-სი-ი,(202358126) შპს ნოვა,ტრანსპორტირებით,"ბათუმი, ბაგრატიონის 105ბ",ქ.ბათუმი გოგებაშვილის # 20,() ,,30-აპრ-2026 11:35:00,30-აპრ-2026 11:35:00,0,,ბათუმი სერვისი,, ,
19034,ელ.როზეტი შავი EG919,ცალი,2,10,20,ჩვეულებრივი,0975078958,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,30-აპრ-2026 11:49:52,30-აპრ-2026 11:49:52,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
19033,ელ.ჩანგალი შავი EG335,ცალი,2,3,6,ჩვეულებრივი,0975078958,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,30-აპრ-2026 11:49:52,30-აპრ-2026 11:49:52,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
18311,დამცავი სათვალე,ცალი,6,4,24,ჩვეულებრივი,0975078958,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,30-აპრ-2026 11:49:52,30-აპრ-2026 11:49:52,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
21143,TOLSEN TOL1551-79604 ჰაერის შესაფრქვევი 400W,ცალი,1,110,110,ჩვეულებრივი,0975078958,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,30-აპრ-2026 11:49:52,30-აპრ-2026 11:49:52,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
00396,13 მმ ფოლგიანი წებვადი კაუჩუკის საიზოლაციო მასალა  1200მმ სიგანის (16.8 მ/2-roll),კვ.მ.,16.80,19.50,327.60,ჩვეულებრივი,0975079930,დასრულებული,(400017245) შპს აი-სი-ი,(202456109) შპს ნ.ბ. ჯგუფი,ტრანსპორტირებით,"ბათუმი , შავშეთის ქ. N27",ბათუმი.გოგებაშვილის 20,(33001059430) სიმონ შეშელიძე,IC100EE,30-აპრ-2026 11:52:16,30-აპრ-2026 11:52:59,0,ტერმინალით გადახდა,,, ,
00264,10 სმ. ფოლგიანი სკოჩი,ცალი,5,10.50,52.50,ჩვეულებრივი,0975079930,დასრულებული,(400017245) შპს აი-სი-ი,(202456109) შპს ნ.ბ. ჯგუფი,ტრანსპორტირებით,"ბათუმი , შავშეთის ქ. N27",ბათუმი.გოგებაშვილის 20,(33001059430) სიმონ შეშელიძე,IC100EE,30-აპრ-2026 11:52:16,30-აპრ-2026 11:52:59,0,ტერმინალით გადახდა,,, ,
100001,ფრეონის შემშვები ადაპტორი  R410-R22,ცალი,1,35,35,ჩვეულებრივი,0975083829,დასრულებული,(400017245) შპს აი-სი-ი,(439420869) შპს ძინძე,ტრანსპორტირებით,ქ.თბილისი.ელიავას და ხოშარაულის ქ.მტკვრის მარცხ.სან.და ვახუშტის ხიდს შორის(ნაკვეთი 10/22),თბილისი. თბილისი ცენტრალი.,() ,,30-აპრ-2026 12:01:31,30-აპრ-2026 12:02:13,0,"ს.ს. საქართველოს ბანკი. ა.ა.GE15BG0000000499190088ს.ს.,,თი ბი სი ბანკი"" ც.ფ. ა.ა.GE83TB7528136020100005 უნაღდო.",ლ. ძ.,, ,
R410 150SM,ფრეონის მილი  R410 150სმ,ცალი,3,30,90,ჩვეულებრივი,0975083829,დასრულებული,(400017245) შპს აი-სი-ი,(439420869) შპს ძინძე,ტრანსპორტირებით,ქ.თბილისი.ელიავას და ხოშარაულის ქ.მტკვრის მარცხ.სან.და ვახუშტის ხიდს შორის(ნაკვეთი 10/22),თბილისი. თბილისი ცენტრალი.,() ,,30-აპრ-2026 12:01:31,30-აპრ-2026 12:02:13,0,"ს.ს. საქართველოს ბანკი. ა.ა.GE15BG0000000499190088ს.ს.,,თი ბი სი ბანკი"" ც.ფ. ა.ა.GE83TB7528136020100005 უნაღდო.",ლ. ძ.,, ,
1855746,მუდმივი მარკერი 12ც-ნი ნაკრები წითელი (WJM1503),ცალი,12,0.7917,9.50,ჩვეულებრივი,0975092432,აქტიური,(400017245) შპს აი-სი-ი,(202358126) შპს ნოვა,ტრანსპორტირებით,"ბათუმი, ბაგრატიონის 105ბ",ქ.ბათუმი გოგებაშვილის # 20,() ,,30-აპრ-2026 12:23:11,30-აპრ-2026 12:23:11,0,,ბათუმი სერვისი,, ,
1018608,თარაზო მაგნიტით 40 სმ INGCO HSL38040M,ცალი,1,18.50,18.50,ჩვეულებრივი,0975092432,აქტიური,(400017245) შპს აი-სი-ი,(202358126) შპს ნოვა,ტრანსპორტირებით,"ბათუმი, ბაგრატიონის 105ბ",ქ.ბათუმი გოგებაშვილის # 20,() ,,30-აპრ-2026 12:23:11,30-აპრ-2026 12:23:11,0,,ბათუმი სერვისი,, ,
20719,პლასტმასის შესაკრავი (ხამუთი) 4.8*300 შავი (100PCS),ცალი,2,6,12,ჩვეულებრივი,0975097746,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ვაგზალი ცენტრალი",() ,,30-აპრ-2026 12:37:39,30-აპრ-2026 12:37:39,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
19401,პოლიეთილენის ფირი,კგ,2.40,10,24,ჩვეულებრივი,0975097746,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ვაგზალი ცენტრალი",() ,,30-აპრ-2026 12:37:39,30-აპრ-2026 12:37:39,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16176,ხელთათმანი სამუშაო,ცალი,12,1.50,18,ჩვეულებრივი,0975097746,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ვაგზალი ცენტრალი",() ,,30-აპრ-2026 12:37:39,30-აპრ-2026 12:37:39,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
LD763,ბატარეია 4000MAH/10С DINGQI (JE06004),ცალი,2,110,220,ჩვეულებრივი,0975098501,დასრულებული,(400017245) შპს აი-სი-ი,(429323350) შპს  ლიდერ ჯგუფი ,ტრანსპორტირებით,ელიავას ბაზრობა საწყობი 88,თბილის ცენტრალი,() ,,30-აპრ-2026 12:39:24,30-აპრ-2026 12:39:27,0,GE86TB7436436080100006 თიბისი ბანკი,იოსებ ქავთარაძე,, ,
01348,მილი EMIRPLAST მინაბოჭკო 32 PN20,მეტრი,80,4,320,ჩვეულებრივი,0975159339,აქტიური,(400017245) შპს აი-სი-ი,(445457014) შპს თერმო სახლი ბათუმი ,ტრანსპორტირებით,ქ. ბათუმი პუშკინის 111,ქ. ბათუმი გოგებაშვილის 20,() ,,30-აპრ-2026 15:37:54,30-აპრ-2026 15:37:54,0,უნაღდო GE73TB72 1363 6020 1000 02,ბ. ჭ.,, ,
01347,მილი EMIRPLAST მინაბოჭკო 25 PN20,ცალი,48,2.40,115.20,ჩვეულებრივი,0975159339,აქტიური,(400017245) შპს აი-სი-ი,(445457014) შპს თერმო სახლი ბათუმი ,ტრანსპორტირებით,ქ. ბათუმი პუშკინის 111,ქ. ბათუმი გოგებაშვილის 20,() ,,30-აპრ-2026 15:37:54,30-აპრ-2026 15:37:54,0,უნაღდო GE73TB72 1363 6020 1000 02,ბ. ჭ.,, ,
01346,მილი EMIRPLAST მინაბოჭკო 20 PN20,მეტრი,52,1.60,83.20,ჩვეულებრივი,0975159339,აქტიური,(400017245) შპს აი-სი-ი,(445457014) შპს თერმო სახლი ბათუმი ,ტრანსპორტირებით,ქ. ბათუმი პუშკინის 111,ქ. ბათუმი გოგებაშვილის 20,() ,,30-აპრ-2026 15:37:54,30-აპრ-2026 15:37:54,0,უნაღდო GE73TB72 1363 6020 1000 02,ბ. ჭ.,, ,
00021,მუხლი 20/90,ცალი,50,0.30,15,ჩვეულებრივი,0975159339,აქტიური,(400017245) შპს აი-სი-ი,(445457014) შპს თერმო სახლი ბათუმი ,ტრანსპორტირებით,ქ. ბათუმი პუშკინის 111,ქ. ბათუმი გოგებაშვილის 20,() ,,30-აპრ-2026 15:37:54,30-აპრ-2026 15:37:54,0,უნაღდო GE73TB72 1363 6020 1000 02,ბ. ჭ.,, ,
00134,სამკაპი 20,ცალი,50,0.40,20,ჩვეულებრივი,0975159339,აქტიური,(400017245) შპს აი-სი-ი,(445457014) შპს თერმო სახლი ბათუმი ,ტრანსპორტირებით,ქ. ბათუმი პუშკინის 111,ქ. ბათუმი გოგებაშვილის 20,() ,,30-აპრ-2026 15:37:54,30-აპრ-2026 15:37:54,0,უნაღდო GE73TB72 1363 6020 1000 02,ბ. ჭ.,, ,
00127,გადამყვანი 25/20,ცალი,10,0.30,3,ჩვეულებრივი,0975159339,აქტიური,(400017245) შპს აი-სი-ი,(445457014) შპს თერმო სახლი ბათუმი ,ტრანსპორტირებით,ქ. ბათუმი პუშკინის 111,ქ. ბათუმი გოგებაშვილის 20,() ,,30-აპრ-2026 15:37:54,30-აპრ-2026 15:37:54,0,უნაღდო GE73TB72 1363 6020 1000 02,ბ. ჭ.,, ,
00027,მუხლი 20 შ/ხ EMIRPLAST,ცალი,10,2.70,27,ჩვეულებრივი,0975159339,აქტიური,(400017245) შპს აი-სი-ი,(445457014) შპს თერმო სახლი ბათუმი ,ტრანსპორტირებით,ქ. ბათუმი პუშკინის 111,ქ. ბათუმი გოგებაშვილის 20,() ,,30-აპრ-2026 15:37:54,30-აპრ-2026 15:37:54,0,უნაღდო GE73TB72 1363 6020 1000 02,ბ. ჭ.,, ,
00846,ხამუთი 1',ცალი,30,1.20,36,ჩვეულებრივი,0975159339,აქტიური,(400017245) შპს აი-სი-ი,(445457014) შპს თერმო სახლი ბათუმი ,ტრანსპორტირებით,ქ. ბათუმი პუშკინის 111,ქ. ბათუმი გოგებაშვილის 20,() ,,30-აპრ-2026 15:37:54,30-აპრ-2026 15:37:54,0,უნაღდო GE73TB72 1363 6020 1000 02,ბ. ჭ.,, ,
